,participant_id,created_date,anonymised_text,admiration,amusement,anger,annoyance,anticipation,approval,confusion,curiosity,desire,disapproval,disgust,disappointed,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realisation,remorse,sadness,surprise,trust
13,participant_0,2023-03-14 04:42:31+00:00,ตั้งเเต่ดูมากูยังไม่เห็นบทไหนเหมือนตอนไปเล่นช่องหลายสีเลยนอกจากอบอุ่น🤦‍♀️,,,,,0.5,,,,,,,,,,,,0.5833333333333334,,,,,,,,0.5625,
14,participant_0,2023-03-09 05:16:47+00:00,แกหวังยอดฟอลเรียกร้องความสงสารทำเป้นเก่งเนอะป้า,,,,,0.4375,,,,,,0.5,0.3958333333333333,,,,,,,,,,,,,0.4583333333333333,
15,participant_0,2023-03-10 04:27:13+00:00,(user-190) ตอบเเล้ววววว,,,,,0.5208333333333334,,,,,,,,,,,,0.4791666666666667,,,,,,,,,0.5
16,participant_0,2023-03-10 04:19:32+00:00,มึงกูไม่เห้นสตอรี่พี่มิวพี่มิวบล็อคกูปะเนี่ยเพื่อนเเคปมาให้ดูแต่กูดูไม่ได้,,,,,0.5416666666666666,,0.6041666666666666,,,,,,,0.5833333333333334,,,,,,,,,,,0.5,
17,participant_0,2023-03-09 15:08:57+00:00,เอาจริงๆไม่ได้ว่าอะไรนะเรื่องเตือนอะเราเตือนมานานเเล้วเราควรเอาจริงเลยมากกว่า🥹,,,,,0.4583333333333333,,,,,,,,,,,,,0.6041666666666666,,,,,,,,0.6041666666666666
18,participant_0,2023-03-09 15:06:17+00:00,ยกครอบครัวไปกินด้วย5555555 (url-1223),,,,,,,,,,,,0.6041666666666666,,,,,0.5208333333333334,,,,,,,,0.5208333333333334,
19,participant_0,2023-03-09 15:04:43+00:00,(user-190) บอกเลยไม่พลาดดด,,,,,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,0.5625
20,participant_0,2023-03-09 15:03:59+00:00,(user-190) เดี๋ยวช่วยเลยอันนี้555555,,,,,0.5208333333333334,,,,,,,,,,,,0.5,,,,,,,,,0.5833333333333334
21,participant_0,2023-03-09 15:00:59+00:00,พลาดอีกแล้ว😭 (url-1224),,,0.5625,,,,,,,,,0.5416666666666666,,0.4583333333333333,,,,,,,,,,0.5416666666666666,0.5416666666666666,
22,participant_0,2023-03-09 06:57:54+00:00,ถ้าเคสก่อนหน้านี้หนักหรือเกินไปจริงๆก็อยากให้ฟ้องนะคะไม่อยากให้เตือน ฝากด้วยนะคะ (url-1225),,,0.6041666666666666,,0.4791666666666667,,,,,,,,,,,,,,,,,,,0.3125,,0.5833333333333334
23,participant_0,2023-02-19 04:27:02+00:00,(user-718) (user-189) ยินดีมากๆเลยค่ะ💕🎉,,,,,0.4791666666666667,,,,,,,,,,,,0.4166666666666667,,,,,,,,,0.4583333333333333
24,participant_0,2023-03-09 05:15:04+00:00,อห เกินไปป่ะมีสิทธิ์ไรอ่ะคุณอะควรไปพัก🤦‍♀️ (url-1226),,,0.5208333333333334,0.5,0.4166666666666667,,0.3958333333333333,,,,0.5625,0.4583333333333333,,,,,,,,,,,,,,0.3958333333333333
25,participant_0,2023-03-08 17:39:04+00:00,มึงกูบอกแล้วว่าสิ่งที่มิวพูดมันคือสิ่งที่มีคนทำกับเค้าจริงๆไม่ได้ด่าเเฟนคลับทุกคนเลย😭ฟังคนนั้นพูดไปกูร้องไห้ไปเมนกูต้องมาเจออะไรแบบนี้จริงๆหรอ,,,0.4583333333333333,,,,0.5833333333333334,,,,,0.4583333333333333,,,,,,,,,,,,0.5,0.4375,0.4583333333333333
26,participant_0,2023-03-08 07:11:57+00:00,(user-190) คนไหนนน,,,,,,,0.4166666666666667,,,,,,,,,,,,,,,,,,0.5833333333333334,
27,participant_0,2023-03-06 09:42:42+00:00,ยิ่งสื่อใหญ่ที่ยิ่งต้องระวัง ไม่ใช่ต้องกลัวเพราะพื้นที่สื่อมันกว้าง,,,,,0.4583333333333333,,,,,,,0.4791666666666667,,0.625,,,,,,,,,,,,
28,participant_0,2023-03-06 09:11:57+00:00,ท่ดนะตอนนี้งง อันที่มิวว่ามิวว่าคนที่มิวโควทกับคนที่ทำให้เสียหายไม่ใช่หรอเเล้วทำไมรวมเป้นสาววายอ่ะ,,,,,,,0.5416666666666666,,,,,,,,,,,,,,,,,,0.5833333333333334,
29,participant_0,2023-03-06 07:30:51+00:00,ไตร่ตรองให้ดีก่อนก้ได้คุณพี่หรือคิดไม่ได้ก้ไม่ต้องลง ทำมานานนึกว่าจะทำงานดีกว่านี้,,,,,,,0.5625,,,,,0.4166666666666667,,,,,,,,,,,,0.4375,,0.5208333333333334
30,participant_0,2023-03-06 04:13:18+00:00,ทุกคนไม่ใช่คนเดียวกันความคิดคนละความคิดอย่าเอาไปใส่ในความคิดตัวเองเเล้วว่าคนอื่นเลยมันดู อิอิอ่ะ,,,0.4791666666666667,,,,0.3958333333333333,,,,0.4166666666666667,,,,,,,,,,,,,,0.6666666666666666,0.4791666666666667
31,participant_0,2023-03-06 04:09:28+00:00,เรารักเธอมากๆ เรารักเธอที่สุดโปรดรู้ไว้ใครรักเธอมากกว่าเรารักเธอไม่ได้เเล้ว💝🥺 miss you 💐,,,,,0.5208333333333334,,,,,,,,,,,,0.4375,0.8125,,,,,,,0.4583333333333333,0.4583333333333333
32,participant_0,2023-03-06 04:03:57+00:00,มันแบบ (url-1227),,,,,0.4791666666666667,,0.5,,,,,,,,,,,,,,,,,,0.5833333333333334,
33,participant_0,2023-03-06 02:53:48+00:00,(user-190) (user-189) อีพี่มันตบสูงจังอ่ะ555555,,,,,,,,,,,,,,,,,0.375,,,,,,,,0.5,
34,participant_0,2023-03-05 21:01:36+00:00,จร้าาาาาา จบๆ (url-1228),,,,,0.4791666666666667,,,,,,,,,,,,,,,,,,,,,0.5416666666666666
35,participant_0,2023-03-01 14:24:15+00:00,(user-719) มีคนรับยังคะ,,,,,0.375,,,,,,,,,,,,,,,,,,,,,
36,participant_0,2023-02-21 07:19:30+00:00,HBD ผู้ชายคนโปรด🤴👸  ขอให้เธอมีความสุขมากๆ ขอให้คนรอบข้างเป็นสภาพเเวดรอบให้เธออย่างดี เรารักเธอมากๆนะ ไม่ว่าอะไรจะเกิดขึ้นเราพร้อมอยู่ข้างเธอเสมอ คิดถึงเธอนะ💖💐  #32yrsMEWBD #มิวศุภศิษฏ์ (user-189)  #MewSuppasit (url-1229),,,,,0.4583333333333333,,,,,,,,,,,,0.75,0.7291666666666666,,,,,,,0.3541666666666666,
37,participant_0,2023-02-20 02:33:10+00:00,(user-718) แง้ฝากด้วยนะคะ🥹💗,,,,,0.4791666666666667,,,,,,,,,,,,,,,,,,,,,0.4375
38,participant_0,2023-02-20 02:32:43+00:00,(user-720) มันปลายภาคมันลาไม่ได้ๆๆๆๆ5ุุุุุุุุุ65555,,,,,0.375,,0.5208333333333334,,,,,,,0.5416666666666666,,,,,,,,,,0.5208333333333334,0.3125,
39,participant_0,2023-02-20 00:16:09+00:00,(user-720) ปลายยย,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,
40,participant_0,2023-02-20 00:15:59+00:00,(user-720) น้องมีชื่อซ้ำแล้วก้ให้สิทธิไป1คนอีกชื่อจะตัดออกพอหนูไปดูต่อแก้เขาไม่เอาชื่อน้องออกเหมือนอยากให้ไปเลอเเง้ๆๆๆๆ แต่ไปไม่ได้ติดสอบกลางภาค🥹,,,,,0.5416666666666666,,0.625,,,,,0.4791666666666667,,,,,,,,,,,,0.4375,0.6041666666666666,
41,participant_0,2023-02-19 13:04:00+00:00,ประเด็นคือร้องไห้จริงไม่ได้เจอพรุ่งนี้🥹😭💗  (user-189) #MewSuppasit  #มิวศุภศิษฏ์ (url-1230),,,,,0.5625,,,,,,,,,0.4375,,,,,,,,,,0.6666666666666666,,
42,participant_0,2023-02-19 12:22:27+00:00,โชคชะตา*,,,,,0.4166666666666667,,0.5625,,,,,0.5,,0.4375,,,,,,,,,,,,0.5833333333333334
43,participant_0,2023-02-19 12:22:15+00:00,โชคชะตายเล่นตลกกะกูมากกูจะร้องงงงงงงงง🥹😭,,,,0.5,,,,,,,,0.5833333333333334,,0.3541666666666666,,,,,,,,,,0.5416666666666666,0.4166666666666667,
44,participant_0,2023-02-19 04:26:34+00:00,มีใครปล่อยสิทไหมคะ เดมหาเราได้นะ มีคนอยากไปจริงๆ  (user-189) #MewSuppasit  #มิวศุภศิษฏ์,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5
45,participant_0,2023-02-19 04:19:21+00:00,(user-721) (user-722) แง้ไม่ทันเดี๋ยวเราหาช่วยนะคะ,,,,,0.4791666666666667,,,,,,,,,,,,,,,,,,,0.4375,,0.5625
46,participant_0,2023-02-19 04:17:18+00:00,ได้แล้วน้าาาา,,,,,,,,,,,,,,,,,0.4791666666666667,,,,,,,,0.5416666666666666,
47,participant_0,2023-02-19 04:09:38+00:00,ขอ 1 สิทธิที่อยากไปจริงๆค่ะ 🥹😭  (user-189) #MewSuppasit  #มิวศุภศิษฏ์,,,,,0.4375,,,,,,,,,,,,,,,,,,,0.4791666666666667,,0.3958333333333333
48,participant_0,2023-02-19 04:00:58+00:00,บุญมีแต่กำบังของจริงกูเนี่ย55555  (user-189) #MewSuppasit  #มิวศุภศิษฏ์,,,,,,,0.3541666666666666,,,,,0.4375,,,,,,,,,,,,0.4791666666666667,0.4583333333333333,
49,participant_0,2023-02-17 16:18:25+00:00,เอาไว้ฟังตอนวันเกิด555555  #มิวศุภศิษฏ์ (user-189)  #MewSuppasit (url-1231),,,,,0.4583333333333333,,,,,,,,,,,,0.6666666666666666,,,,,,,,,
50,participant_0,2023-02-17 16:16:40+00:00,(user-190) (user-189) อยากได้เหมือนกันมันฮีลใจมากกกกกกก,,,,,0.4791666666666667,,,,,,,,,,,,0.6458333333333334,,,,,,,,0.4166666666666667,
51,participant_0,2023-02-17 09:56:12+00:00,(user-723) เอ้าแหนะรู้เลยยยยยแม๊,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.375,0.6666666666666666
52,participant_0,2023-02-17 09:55:30+00:00,ติดสอบบบบบบ กูจะร้องงง😭,,,,0.3333333333333333,,,0.6458333333333334,,,,,0.4791666666666667,,,,,,,,,,,,0.4583333333333333,,
53,participant_0,2023-02-17 02:22:23+00:00,(user-190) โมโหอ่ะะะะ,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
54,participant_0,2023-02-16 17:29:41+00:00,ตัวแทนหมู่บ้านเท่ากับตัวแทนขึ้นศาลด้วยป่าววว ถ้าโดยเเล้วมาบอกว่าไม่ได้ตั้งใจนี่แปลกนะน้ำเสียงทั้งกระเเทก เขียนสคลิปด้วย ส่งสารเท็จอีกโอ้ยน้อ อะไร๊เป็นไรค๊าาาาาา,,,0.4791666666666667,,0.6041666666666666,,0.5416666666666666,,,,,0.5833333333333334,,,,,,,,,,,,,0.5,
55,participant_0,2023-02-16 15:43:29+00:00,เป็นไงบ้างงงอยากกอดพี่จัง🥰😘  #มิวศุภศิษฏ์ (user-189)  #MewSuppasit (url-1232),,,,,0.4583333333333333,,0.5416666666666666,,,,,,,,,,0.4166666666666667,,,,,,,,0.5416666666666666,
56,participant_0,2023-02-16 10:45:32+00:00,(user-723) เข้าไม่ทันนนน😭😭😭,,,,,,,,,,,,0.4375,,,,,,,,,,,,0.6041666666666666,0.4375,
57,participant_0,2023-02-15 19:02:22+00:00,อยากตะโกนดังๆว่าหนูรักพี่มิวมากกกกก  (user-189) #MewSuppasit  #มิวศุภศิษฏ์ (url-1233),,,,,0.4791666666666667,,,,,,,,,,,,0.375,,,,,,,,,0.4166666666666667
58,participant_0,2023-02-15 19:00:18+00:00,คนด่าบางคนก็ดูดีๆด้วยน้าาาาพี่ๆ คนบางคนก้เเค่อยากไหลตามน้ำ งงๆๆๆๆ,,,0.2916666666666666,,,,0.5625,,,,0.5833333333333334,,,,,,,0.4583333333333333,,,,,,,0.5208333333333334,
59,participant_0,2023-02-15 13:47:35+00:00,หนูรักพี่มิวเสมอ รักมากๆๆๆๆ💗💐,,,,,0.625,,,,,,,,,,,,0.5625,,,,,,,,,0.375
60,participant_0,2023-02-09 01:53:05+00:00,หาเพื่อน in terfan ทำงานส่งครู🥺💫💐,,,,,0.6041666666666666,,,,,,,,,,,,,,,,,,,,,
61,participant_0,2023-01-17 08:46:02+00:00,(user-724) แงขอบคุณค่ะพี่(name-71)🥹,,,,,,,,,,,,,,,,,0.5625,,,,,,,,0.5833333333333334,0.4583333333333333
62,participant_0,2023-01-17 07:21:59+00:00,หายเหนื่อยเเล้วจริงๆ แต่ต้องเตรียมตัวสัมต่อ🥺💫💐✨ พี่มิวหนูจะทำสำเร็จเเล้วหนูจะไดเกลับมาหาพี่เเล้ววส (url-1234),,,,,0.4583333333333333,,,,,,,,,,,,0.4166666666666667,,,,,,,0.625,,0.5
63,participant_0,2023-01-11 02:43:23+00:00,จะร้องพอมีเดฟนมีตก้การเงินไม่สนับสนุน😭,,,,0.3958333333333333,,,0.5416666666666666,,,,,0.6875,,0.5625,,,,,,,,,,0.5625,,
64,participant_0,2022-12-28 08:50:10+00:00,มข เทฉันรอบพอร์ต หมดไฟทำของมหาลัยอื่นเเล้ววววว😭,,,,0.5833333333333334,,,0.5416666666666666,,,,,0.5625,,0.4583333333333333,,,,,,,,,,0.4791666666666667,,
65,participant_0,2022-11-29 04:48:49+00:00,อายุ18แล้วฟาดเคราะห์เเล้วเช่นกัน🥹,,,,,,,,,,,,,,0.5833333333333334,,,,,,,,,,0.5625,0.5,
66,participant_0,2022-11-24 08:07:50+00:00,มิวเลี่ยนมีใครรับทำพอร์ตไหมค้าบบบบบบบ,,,,,0.4583333333333333,,,,,,,,,,,,,,,,,,,,,0.3958333333333333
67,participant_0,2022-11-19 11:11:10+00:00,รักที่สุดเยยยยยยยยยย (user-189) (url-1235),,,,,,,,,,,,,,,,,0.5208333333333334,,,,,,,,,
68,participant_0,2022-11-19 09:58:22+00:00,อยู่ข้างเธอเสมอนะคั้บ🥹💗 (user-189) (url-1236),,,,,0.5208333333333334,,,,,,,,,,,,0.5625,0.6875,,,,,,,,0.6041666666666666
69,participant_0,2022-11-19 09:55:54+00:00,เกิดไรขึ้น?,,,,,,,0.4583333333333333,,,,,,,,,,,,,,,,,,0.5416666666666666,
70,participant_0,2022-11-14 09:31:04+00:00,(user-190) นั่นแหละประเด็นนี่ถ้าหมอไม่บอกให้ตรวจก้ไม่ตรวจนะเพราะคนรอบตัวไม่มีใครเป็นเลย,,,,,0.5416666666666666,,0.5833333333333334,,,,,,,0.5,,,,,,,,,,,0.5,
71,participant_0,2022-11-14 09:29:06+00:00,(user-190) ตอนนี้คือไอไม่หยุด🥲,,,,0.4791666666666667,,,0.6041666666666666,,,,,,,0.5833333333333334,,,,,,,,,,0.5625,0.4583333333333333,
72,participant_0,2022-11-14 09:27:33+00:00,(user-190) พี่น้องเรียบร้อยละ555552ขีดเมื่อวานนี้,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.3958333333333333,0.4791666666666667,0.5625
73,participant_0,2022-10-31 12:06:18+00:00,วันนี้ฉันเปลี่ยนชุดไปกี่ชุดเปลี่ยนหน้าไปกี่หน้า🫡💗  (user-189) #ปาร์ตี้ผีมิวโลวีน,,,,,0.5,,0.5625,,,,,,,,,,0.4375,,,,,,,,0.5208333333333334,
74,participant_0,2022-10-31 12:03:14+00:00,(user-189) เห็นผีนีออนไหมมมมมม นั่นเราเองงงง,,,,,0.5833333333333334,,,,,,,,,,,,0.5416666666666666,,,,,,,,0.5,0.5833333333333334
75,participant_0,2022-10-31 06:29:52+00:00,(user-725) แม่อยู่หนายยยน,,,,,0.5208333333333334,,0.4583333333333333,,,,,,,,,,,,,,,,,,,
76,participant_0,2022-10-30 11:49:20+00:00,เห้อเเล้วทำไมต้องมาหมดฟีลอะไรตอนนี้🥹🥺✨,,,,0.3958333333333333,,,,,,,,0.4583333333333333,,,,,,,,,,,,0.5833333333333334,0.5625,
77,participant_0,2022-10-29 13:50:42+01:00,(user-726) จริงค่ะ,,,,,0.4791666666666667,,,,,,,,,,,,,,,,,0.5208333333333334,,,,0.6666666666666666
78,participant_0,2022-10-29 13:46:37+01:00,เธอเป็นเติมไฟให้เราในตอนที่เราหมดไฟ เราบอกเธอเลยว่าเราก็จะเติมไฟให้เธอกลับเอง💖💟#WeAreBesideMew,,,,,0.5625,,,,,,,,,,,,0.5625,,,,,,,,,0.4583333333333333
79,participant_0,2022-10-29 13:44:19+01:00,เราจะเป็นพลังบวกให้เธอเอง🥺💟  (user-189) #WeAreBesideMew,,,,,0.5208333333333334,,,,,,,,,,,,0.5416666666666666,0.6041666666666666,,,,,,,,0.4791666666666667
80,participant_0,2022-10-29 13:43:18+01:00,เธอรู้ไหมเราอยู่ข้างเธอเสมอไม่ว่าจะอยูในฐานะอะไร เราจะอยู่กับเธอไปเรื่อยๆ  (user-189) #WeAreBesideMew (url-1237),,,,,0.5,,,,,,,,,,,,0.5208333333333334,0.5833333333333334,,,,,,,,0.5833333333333334
81,participant_0,2022-10-29 13:30:49+01:00,31นี้มาเติมไฟให้มิวกัน🥺💟,,,,,0.5208333333333334,,,,,,,,,,,,0.5208333333333334,,,,,,,,0.5833333333333334,
82,participant_0,2022-10-25 16:24:09+01:00,ภูมิใจในตัวอิงฟ้ามากจริงเล็กแต่พริกขี้หนูจริงงงง,,,,,0.5833333333333334,,,,,,,,,,,,0.5416666666666666,,,,,,,,0.625,0.5208333333333334
83,participant_0,2022-10-24 11:24:38+01:00,(user-189) (user-727) แต่งเลยตอนนี้ ไม่ได้อยากรู้เท่าไหร่หรอก55555555,,,,,0.5208333333333334,,,,,,,0.3125,,,,,0.5625,,,,,,,,0.5208333333333334,0.5
84,participant_0,2022-10-25 02:52:38+01:00,ไม่ให้ไปไหนหรอกน่ะ!!!!!  (user-728),,,0.3333333333333333,,0.5416666666666666,,,,,,,,,,,,,,,,,,,,,0.5625
85,participant_0,2022-10-24 12:51:49+01:00,(user-729) ร้องไห้ละ,,,,,,,,,,,,0.6458333333333334,,,,,,,,,,,,0.5208333333333334,,
86,participant_0,2022-10-24 12:43:02+01:00,(user-190) ใครรร,,,,,0.625,,0.6041666666666666,,,,,,,0.3541666666666666,,,,,,,,,,,0.5416666666666666,
87,participant_0,2022-10-24 11:41:31+01:00,(user-189) (user-730) โอ้ยตรงเกินนนนนน,,,,,,,,,,,,0.5625,,,,,,,,,,,,,0.6041666666666666,
88,participant_0,2022-10-24 11:41:07+01:00,มันจะเกินปุยมุ้ยคลั่งรักหนักมาก (url-1238)   #MewOnTheAlarm,,,,,,,,,,,,,,,,,0.4166666666666667,,,,,,,,0.4166666666666667,
89,participant_0,2022-10-24 11:40:07+01:00,(user-731) (user-189) คุกๆๆๆๆๆ,,,,,,,,,,,0.4791666666666667,0.4166666666666667,,0.4791666666666667,,,,,,,,,,,,
90,participant_0,2022-10-24 11:34:22+01:00,โทรไปร้องไห้กับแฟนเเล้วบอกแฟนว่าอกหัก😭#MewOnTheAlarm,,,,,,,0.5,,,,,,,,,,0.4375,,,,,,,0.5208333333333334,0.4791666666666667,
91,participant_0,2022-10-24 11:27:53+01:00,กลับมาเรื่องเพลง!!! ฉันอิจจจจจ #MewOnTheAlarm,,,,,0.5416666666666666,,,,,,,,,,,,0.4583333333333333,,,,,,,0.4166666666666667,0.5208333333333334,
92,participant_0,2022-10-24 11:25:22+01:00,ทำไมแฟนฉันไม่เห็นคลั่งรักฉันแบบนี้บ้าง!!!!!! #MewOnTheAlarm,,,0.5833333333333334,,0.5208333333333334,,0.5208333333333334,,,,,0.3958333333333333,,,,,,,,,,,,0.4791666666666667,0.5625,
93,participant_0,2022-10-24 11:22:58+01:00,เค้าน่ารักเบลอนั่นเลยหรอพ่อคลั่งรักเชียวววววว #MewOnTheAlarm,,,,,0.5833333333333334,,,,,,,,,,,,0.5416666666666666,,,,,,,,0.5208333333333334,
94,participant_0,2022-10-24 11:21:35+01:00,(user-189) (user-732) จ่ะๆๆๆๆๆ,,,,,,,,,,,,,,0.5208333333333334,,,,,,,,,,,,0.4166666666666667
95,participant_0,2022-10-24 11:20:12+01:00,(user-189) (user-733) โอ้ยกูเขิลหยังเนี่ยยยยยยยยย,,,,,,,0.5833333333333334,,,,,,,,,,0.5,,,,,,,,0.625,
96,participant_0,2022-10-24 11:15:47+01:00,(user-729) แววกลัว ม มาแต่ไกลลลลล,,,,,0.3958333333333333,,0.3958333333333333,,,,,,,0.5833333333333334,,,,,,,,,,,0.5416666666666666,
97,participant_0,2022-10-24 11:14:11+01:00,เราชอบแก!!!! !#MewOnTheAlarm,,,,,0.5833333333333334,,,,,,,,,,,,0.5416666666666666,,,,,,,,,0.4166666666666667
98,participant_0,2022-10-24 11:12:28+01:00,(user-189) (user-734) อ๊ากกกกกกกกกก,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,0.5833333333333334,
99,participant_0,2022-10-24 11:07:31+01:00,โพเเฟนอย่างฉันจะอยู่ยังไงงง😭  (user-189) #MewOnTheAlarm,,,,,0.375,,0.4791666666666667,,,,,0.5625,,,,,0.3541666666666666,,,,,,,0.5833333333333334,0.5,
100,participant_0,2022-10-24 11:05:10+01:00,คนของเธอน่ารักสู้คนเธอหรือป่าววววววว😉#MewOnTheAlarm,,,,,0.4375,,0.3333333333333333,,,,,,,,,,0.7083333333333334,,,,,,,,,0.5208333333333334
101,participant_0,2022-10-24 11:03:35+01:00,อยากจะแหมมมมมมมมมมมมมมม #MewOnTheAlarm,,,,,0.4583333333333333,,,,,,,,,,,,,,,,,,,,0.4583333333333333,0.625
102,participant_0,2022-10-24 11:00:09+01:00,(user-189) (user-735) (user-736) แหมมมมมมมมมมมมมมม,,,,,0.5416666666666666,,0.5,,,,,,,,,,,,,,,,,,0.4583333333333333,
103,participant_0,2022-10-24 10:48:39+01:00,(user-189) (user-737) เดี๋ยวโดนกำหราบนะ ปลแหมพอบอกก้คลั่งรักเชียวนะ,,,,,0.5208333333333334,,,,,,,,,,,,0.4791666666666667,,,,,,,,0.3958333333333333,
104,participant_0,2022-10-24 10:47:39+01:00,มุน ซัง จินดิลกับพี่สหรัฐนานไหมคะ#MewOnTheAlarm,,,,,0.25,,,,,,,,,,,,0.5416666666666666,,,,,,,,0.4583333333333333,
105,participant_0,2022-10-24 10:18:46+01:00,มุน ซัง จิน ทำไรอยู่??? #MewOnTheAlarm,,,,,0.4583333333333333,,0.5833333333333334,,,,,,,,,,0.4375,,,,,,,,0.375,
106,participant_0,2022-10-24 10:18:07+01:00,พร้อมยัง สหรัฐ!!!!!!! #MewOnTheAlarm,,,,,0.3541666666666666,,,,,,,,,,,,0.6458333333333334,,,,,,,,0.4166666666666667,0.4166666666666667
107,participant_0,2022-10-23 20:20:22+01:00,น่ารักเนอะ🥹 (url-1239),,,,,,,,,,,,,,,,,0.4583333333333333,,,,,,,,,0.5833333333333334
108,participant_0,2022-10-23 19:33:05+01:00,เอาจริงดิ5555555 #มิว9แก้ว,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5625,
109,participant_0,2022-10-23 10:01:17+01:00,เอาจีงไว้ใจสตาฟที่มิวจ้างได้เลยใครพูดไม่ดีบอกมิวหรือไม่ก็เดมบอกสตูเดี๋ยวจะจัดการให้เอง🤭🙇🏻‍♀️💗 ใส่ใจเก่งที่1อยู่เเล้ว,,,,,0.3541666666666666,,,,,,,0.4791666666666667,,,,,0.3541666666666666,,,,,,,,,0.3125
110,participant_0,2022-10-22 04:13:19+01:00,โอเคฉันมีเเฟนได้แบบสบายใจละ💗 นี้ว่าเปิดใจคบกับผญเพราะมิวเลยนะตอนเเรกก็ลังเลอยู่ว่าคบดีไหมคนจะมองยังไงแต่มองกลับมาที่มิวมิวก้คอยบอกตลอดว่าความรักก็คือความรักขอบคุณน้าาาาษา❤️😻,,,,,0.5208333333333334,,,,,,,,,,,,0.4375,,,,,,,0.5208333333333334,,0.5208333333333334
111,participant_0,2022-10-22 03:01:10+01:00,(user-731) ตื่นยังหนิ,,,,,0.5208333333333334,,,,,,,,,,,,,,,,,,,,0.4791666666666667,
