,participant_id,created_date,anonymised_text,admiration,amusement,anger,annoyance,anticipation,approval,confusion,curiosity,desire,disapproval,disgust,disappointed,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realisation,remorse,sadness,surprise,trust
41,participant_0,2023-03-09 15:08:57+00:00,เอาจริงๆไม่ได้ว่าอะไรนะเรื่องเตือนอะเราเตือนมานานเเล้วเราควรเอาจริงเลยมากกว่า🥹,,,,,0.4583333333333333,,,,,,,,,,,,,0.0,,,,,,,,0.6041666666666666
42,participant_0,2023-03-09 15:06:17+00:00,ยกครอบครัวไปกินด้วย5555555 (url-1223),,,,,,,,,,,,0.0,,,,,0.5208333333333334,,,,,,,,0.0,
43,participant_0,2023-03-09 15:04:43+00:00,(user-190) บอกเลยไม่พลาดดด,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.5625
44,participant_0,2023-03-14 07:18:54+00:00,(user-190) อ่าเครรร,,,,,,,,,,,,,,,,,0.5833333333333334,,,,,,,,,0.5208333333333334
45,participant_0,2023-02-19 04:26:34+00:00,มีใครปล่อยสิทไหมคะ เดมหาเราได้นะ มีคนอยากไปจริงๆ  (user-189) #MewSuppasit  #มิวศุภศิษฏ์,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.0
46,participant_0,2023-02-19 04:19:21+00:00,(user-721) (user-722) แง้ไม่ทันเดี๋ยวเราหาช่วยนะคะ,,,,,0.4791666666666667,,,,,,,,,,,,,,,,,,,0.0,,0.0
47,participant_0,2023-02-19 04:17:18+00:00,ได้แล้วน้าาาา,,,,,,,,,,,,,,,,,0.4791666666666667,,,,,,,,0.0,
48,participant_0,2022-11-14 09:29:06+00:00,(user-190) ตอนนี้คือไอไม่หยุด🥲,,,,0.0,,,0.0,,,,,,,0.5833333333333334,,,,,,,,,,0.0,0.0,
49,participant_0,2022-11-14 09:27:33+00:00,(user-190) พี่น้องเรียบร้อยละ555552ขีดเมื่อวานนี้,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
50,participant_0,2022-10-31 12:06:18+00:00,วันนี้ฉันเปลี่ยนชุดไปกี่ชุดเปลี่ยนหน้าไปกี่หน้า🫡💗  (user-189) #ปาร์ตี้ผีมิวโลวีน,,,,,0.0,,0.0,,,,,,,,,,0.4375,,,,,,,,0.0,
51,participant_0,2022-10-31 12:03:14+00:00,(user-189) เห็นผีนีออนไหมมมมมม นั่นเราเองงงง,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.5,0.0
52,participant_0,2022-10-31 06:29:52+00:00,(user-725) แม่อยู่หนายยยน,,,,,0.5208333333333334,,0.4583333333333333,,,,,,,,,,,,,,,,,,,
53,participant_0,2022-10-30 11:49:20+00:00,เห้อเเล้วทำไมต้องมาหมดฟีลอะไรตอนนี้🥹🥺✨,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,0.5833333333333334,0.0,
54,participant_0,2022-10-29 13:50:42+01:00,(user-726) จริงค่ะ,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.6666666666666666
55,participant_0,2022-10-29 13:46:37+01:00,เธอเป็นเติมไฟให้เราในตอนที่เราหมดไฟ เราบอกเธอเลยว่าเราก็จะเติมไฟให้เธอกลับเอง💖💟#WeAreBesideMew,,,,,0.5625,,,,,,,,,,,,0.5625,,,,,,,,,0.4583333333333333
56,participant_0,2022-10-29 13:44:19+01:00,เราจะเป็นพลังบวกให้เธอเอง🥺💟  (user-189) #WeAreBesideMew,,,,,0.0,,,,,,,,,,,,0.5416666666666666,0.0,,,,,,,,0.0
57,participant_0,2022-11-14 09:31:04+00:00,(user-190) นั่นแหละประเด็นนี่ถ้าหมอไม่บอกให้ตรวจก้ไม่ตรวจนะเพราะคนรอบตัวไม่มีใครเป็นเลย,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,0.5,
58,participant_0,2022-10-29 13:43:18+01:00,เธอรู้ไหมเราอยู่ข้างเธอเสมอไม่ว่าจะอยูในฐานะอะไร เราจะอยู่กับเธอไปเรื่อยๆ  (user-189) #WeAreBesideMew (url-1237),,,,,0.0,,,,,,,,,,,,0.5208333333333334,0.0,,,,,,,,0.5833333333333334
59,participant_0,2022-10-24 11:24:38+01:00,(user-189) (user-727) แต่งเลยตอนนี้ ไม่ได้อยากรู้เท่าไหร่หรอก55555555,,,,,0.5208333333333334,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,0.0
60,participant_0,2023-02-15 19:02:22+00:00,อยากตะโกนดังๆว่าหนูรักพี่มิวมากกกกก  (user-189) #MewSuppasit  #มิวศุภศิษฏ์ (url-1233),,,,,0.0,,,,,,,,,,,,0.375,,,,,,,,,0.4166666666666667
61,participant_0,2022-08-18 15:02:24+01:00,จ้างทำ portfolio แพงไหมง่ะ🥺มีใครเคยจ้างไหมเเนะนำที😭  #Mewlions,,,,,0.4375,,,,,,,,,,,,,,,,,,,,,0.0
62,participant_0,2022-10-23 10:01:17+01:00,เอาจีงไว้ใจสตาฟที่มิวจ้างได้เลยใครพูดไม่ดีบอกมิวหรือไม่ก็เดมบอกสตูเดี๋ยวจะจัดการให้เอง🤭🙇🏻‍♀️💗 ใส่ใจเก่งที่1อยู่เเล้ว,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,0.3125
63,participant_0,2022-08-18 01:33:40+01:00,มาเล่นด้วยแบบนี้หน่องมีไรแน่ๆๆๆๆ🤔😋  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit #มิวศุภศิษฏ์ (user-189),,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,
64,participant_0,2022-08-18 01:32:27+01:00,(user-728) (user-189) สวัสดีจ้าหน่องหน๊อง  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit #มิวศุภศิษฏ์ (user-189),,,,,0.0,,,,,,,,,0.0,,,0.5416666666666666,,,,,,,,,
65,participant_0,2022-08-17 16:54:27+01:00,สลิ่ม JM ตลอดไปๆๆๆๆ,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,
66,participant_0,2022-08-17 13:53:48+01:00,ทำไม่ได้🥲 (url-1261),,,,,,,,,,,,,,0.5833333333333334,,,0.0,,,,,,,0.0,0.0,
67,participant_0,2022-08-17 13:52:56+01:00,คือแบบว่าสาาสาาาาา อ่านว่าไร55555555  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit #มิวศุภศิษฏ์ (user-189),,,,,,,0.4791666666666667,,,,,,,,,,0.0,,,,,,,,0.0,
68,participant_0,2022-08-16 15:55:27+01:00,(user-190) น่าจะให้คุณกันย์เข้าใจผิดแหละมั้ง  #บ่วงวิมาลาep2,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,
69,participant_0,2022-08-16 15:53:41+01:00,คุณวิต้องรู้เเล้วนะว่าใครข้างใคร!!!!!!!!😭🥺  #บ่วงวิมาลาep2 (url-1262),,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
70,participant_0,2022-08-16 15:52:45+01:00,ขออนุญาต เห้อ!!!!!!!!!!! ใครดูสดรู้กัน555555,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0
71,participant_0,2022-08-16 15:42:05+01:00,(user-748) (user-189) (url-1263) นี่เลยค่าาาา🤗,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.625
72,participant_0,2022-08-16 15:36:28+01:00,ค่ะคุณอร!!!!!!!!  #บ่วงวิมาลาep2 (url-1264),,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0
73,participant_0,2022-08-16 15:31:49+01:00,คุณกันย์😳 #บ่วงวิมาลาep2,,,,,0.0,,,,,,,,,,,,0.375,,,,,,,,0.0,
74,participant_0,2022-08-16 15:30:13+01:00,น้องน่ารักมากตัวเท่านี้🤏  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189) (url-1265),,,,,0.0,,,,,,,,,,,,0.4375,,,,,,,,,0.0
75,participant_0,2022-08-16 15:57:25+01:00,วิมาลา!!! เอ๊ะใจหน่อย!!!!!😮‍💨 #บ่วงวิมาลาep2,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.5,0.0
76,participant_0,2022-08-16 15:07:45+01:00,บ้านหลังตั้งใหญ่มีกล้องวงจรปิดไหมมมมมมมม🥹 #บ่วงวิมาลาep2,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,
77,participant_0,2022-08-15 16:24:35+01:00,เนื้อเรื่องจะเป็นไงน้าาาาา🥰  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit #มิวศุภศิษฏ์ (user-189) (url-1270),,,,,0.5208333333333334,,0.0,,,,,,,,,,0.5208333333333334,,,,,,,,,
78,participant_0,2022-08-16 15:09:54+01:00,ไม่มีวิธีที่ดีกว่านี้หรอคุณอร #บ่วงวิมาลาep2,,,,,,,0.625,,,,,,,,,,0.0,,,,,,,,0.0,
79,participant_0,2022-08-15 17:01:51+01:00,#โกรธนายหัว ต้องมาละ6565555,,,0.5416666666666666,,0.0,,,,,,,,,,,,0.4583333333333333,,,,,,,,0.0,
80,participant_0,2022-08-16 03:50:53+01:00,งวดนี้ซื้ออะไรกันคะพี่ๆ🥹  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189),,,,,0.4583333333333333,,,,,,,,,,,,,,,,,,,,,
81,participant_0,2022-08-16 08:15:16+01:00,ตะมุตะมิ😘 (url-1269),,,,,,,,,,,,,,,,,0.5833333333333334,,,,,,,,,
82,participant_0,2022-08-16 10:16:13+01:00,ขอร้องหล่ะๆฟฟๆฟ ทวิตถามไม่มีใครบอกเลยทีงี้มีถูกกันเต็ม ท.ล😭,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,0.4791666666666667,0.0,
83,participant_0,2022-08-15 14:56:11+01:00,แม่ก็จะเอาสบายอย่างเดียว  #บ่วงวิมาลาep1,,,,,,,0.2916666666666666,,,,,,,,,,0.0,,,,,,,,0.0,
84,participant_0,2022-08-16 10:18:39+01:00,(user-190) ร้องไห้ทุกคนถูกหมดเลยยยยย,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
85,participant_0,2022-08-16 11:44:22+01:00,ประกาศแบบทางการทีแม๊🥹💗  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189),,,,,0.0,,,,,,,,,,,,0.5833333333333334,,,,,,,,0.0,0.0
86,participant_0,2022-08-16 14:36:12+01:00,ฉันเเคปได้🥲  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189) (url-1267),,,,,0.0,,,,,,,,,,,,0.4375,,,,,,,,0.0,
87,participant_0,2022-08-16 14:41:12+01:00,(user-726) (user-189) มีอีกเยอะค่ะแต่เรากลัวมิวมิว555555555  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189),,,,,0.0,,,,,,,,,0.6875,,,0.5833333333333334,,,,,,,,,0.0
88,participant_0,2022-08-16 14:40:42+01:00,เจ้าเล่ห์ม้ะ😻🎉  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189) (url-1266),,,0.0,,,,,,,,,,,,,,0.4583333333333333,,,,,,,,0.0,
89,participant_0,2022-08-16 10:17:30+01:00,(user-190) (url-1268) ไม่มีคลายสนใจเลยยย😫😭,,,,,0.0,,0.5208333333333334,,,,,0.0,,,,,,,,,,,,0.0,,
90,participant_0,2022-08-18 01:39:31+01:00,(user-747) (user-728) (user-189) 55555555  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit #มิวศุภศิษฏ์ (user-189),,,,,,,,,,,,,,,,,0.4166666666666667,,,,,,,,0.0,
91,participant_0,2022-08-15 16:23:05+01:00,คุณแดนโดนต่อยด้วยยยยยย  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit #มิวศุภศิษฏ์ (user-189) (url-1271),,,,,,,,,,,,,,0.0,,,0.4375,,,,,,,,0.3958333333333333,
92,participant_0,2022-08-14 16:16:12+01:00,แต่พวกแกตาบอดดดด,,,,,,,,,,,,,,,,,,,,,,,,,0.5208333333333334,
93,participant_0,2022-08-15 14:55:05+01:00,ก็หางานใหม่จะยากไรหล่ะคุณแม่!!!!!!😮‍💨 #บ่วงวิมาลาep1,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0
94,participant_0,2022-08-18 01:39:54+01:00,(user-728) (user-189) หน่องงงงงงงทำนองเพลงไรก่อนนน  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit #มิวศุภศิษฏ์ (user-189),,,,,,,,,,,,,,,,,0.0,,,,,,,,0.6458333333333334,0.0
95,participant_0,2022-08-29 15:32:11+01:00,(user-723) เขาคิดว่าตอนไปรับหรือป่าวววว,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,
96,participant_0,2022-08-26 14:25:57+01:00,(user-749) (user-189) 5555555  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189),,,,,,,,,,,,,,,,,0.6458333333333334,,,,,,,,0.0,0.0
97,participant_0,2022-08-26 14:16:10+01:00,กูผู้คิดว่าหมาจริง5555555  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189) (url-1272),,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,
98,participant_0,2022-08-25 15:36:20+01:00,นั่นสินะความรู้สึกมันกลับมาเร็วจัง🤍,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
99,participant_0,2022-08-25 15:34:15+01:00,กูไม่ภูมิใจนะเพราะ555555หนูมิเคยเเตะโลยยยยยย,,,,,0.0,,,,,,,,,,,,0.6041666666666666,,,,,,,,0.0,0.0
100,participant_0,2022-08-25 09:40:17+01:00,ช่องวันมิวมีสิทธิ์ที่จะได้เเสดงกับพี่ตรีเราม้ายยย🥹💗  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189),,,,,0.4375,,,,,,,,,,,,0.0,,,,,,,,,
101,participant_0,2022-08-25 05:34:53+01:00,นี่ไม่จดละนะบทมันซ้ำ🥹,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0
102,participant_0,2022-08-25 05:33:55+01:00,(user-190) นั่นๆๆๆๆ,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,
103,participant_0,2022-08-25 04:15:57+01:00,ทำงานส่งครูต้องมีมิวเท่านั้นถ้าสามารถทำได้55555555  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit #มิวศุภศิษฏ์ (user-189) (url-1273),,,,,0.0,,,,,,,,,,,,0.5208333333333334,,,,,,,,0.0,0.5625
104,participant_0,2022-08-24 17:47:37+01:00,มิวๆคั้บเราจะสั่งชุดผีละนะเธอพร้อมยัง5555555  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit #มิวศุภศิษฏ์ (user-189),,,,,0.5833333333333334,,,,,,,,,,,,0.375,,,,,,,,,
105,participant_0,2022-08-24 14:04:29+01:00,แต่งค่ะ!!!!!!!!!😻💗  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189) (url-1274),,,,,,,,,,,,,,,,,0.6041666666666666,,,,,,,,,0.0
106,participant_0,2022-08-24 12:50:34+01:00,เปลี่ยนดิสกลับเเล้วววววว  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189) (url-1275),,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0
107,participant_0,2023-03-15 02:41:58+00:00,"""ทุกคนอย่าลืม ว่าผมจะอยู่ข้างๆทุกคนเหมือนกัน""  รักที่สุดเลยพ่อหนุ่มคนนี้🤵💝  #มิวเลียนส์5ปีแล้วจ้า (user-189) (url-1221)",,,,,0.0,,,,,,,,,,,,0.5,,,,,,,,,0.5208333333333334
108,participant_0,2022-08-15 13:05:17+01:00,(user-190) (user-189) เหมือนภาษาเกาเลย555555,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.0,0.0
109,participant_0,2022-08-23 17:08:37+01:00,(user-750) โหหน่าติดตามมากค่ะ ขอบคุณสำหรับข้อมูลค่ะ🙇🏻‍♀️☺️😻,,,,,0.0,,,,,,,,,,,,0.5416666666666666,,,,,,,,0.3958333333333333,0.5
110,participant_0,2022-08-23 16:31:09+01:00,ฉันสงสัยตอนที่ วิมาลากับกันย์แต่งงานกันนี่คือก่อนเเดนมาหรือยังไม่มาทำไมไม่มีแดนหรือแดนขิต?🤔#บ่วงวิมาลาep4,,,,,0.0,,0.5416666666666666,,,,,,,,,,0.0,,,,,,,,0.0,
111,participant_0,2022-08-23 15:55:45+01:00,เป็นฉันฉันก็อยู่ไม่ได้555555  #บ่วงวิมาลาep4,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.5208333333333334,0.0
112,participant_0,2022-08-22 16:54:10+01:00,แกถึงว่าล่ะทำไมโดนเร็ว🙄,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.5,
113,participant_0,2022-08-22 16:49:27+01:00,เล่นด้วยกันไหมคะทุกคนนนนน🥺 หาเพื่อนเล่นนนน  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit #มิวศุภศิษฏ์ (user-189) (url-1276),,,,,0.5625,,,,,,,,,,,,0.4791666666666667,,,,,,,,,
114,participant_0,2022-08-22 12:31:25+01:00,(user-189) (user-751) งงงงงงงงง5555555  #ฟิตติ้งLoveMeAgain (user-189),,,,,,,0.4791666666666667,,,,,,,,,,0.5,,,,,,,,0.0,
115,participant_0,2022-08-14 14:44:42+01:00,เปิดตัวเถอะอิแม่เขิล🤪  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189),,,,,0.5208333333333334,,,,,,,,,,,,0.4791666666666667,,,,,,,,,
116,participant_0,2022-08-14 14:43:57+01:00,ช่วยทีค่าาาา😻  #ForeverLove #MewSuppasit   #ForeverLove_MewSuppasit  #มิวศุภศิษฏ์ (user-189) (url-1277),,,,,0.0,,,,,,,,,,,,0.4166666666666667,,,,,,,,0.0,
